Anomaly,Decimal Latitude,Decimal Longitude
2.06,2.5,122.5
2.08,2.5,117.5
2.09,2.5,112.5
2.14,2.5,107.5
2.09,2.5,102.5
1.89,2.5,97.5
1.72,2.5,92.5
1.58,2.5,87.5
1.48,2.5,82.5
1.41,2.5,77.5
0.93,2.5,72.5
0.44,2.5,67.5
1.45,2.5,62.5
1.75,2.5,57.5
1.17,2.5,52.5
0.75,2.5,47.5
0.71,2.5,42.5
0.68,2.5,37.5
0.71,2.5,32.5
0.86,2.5,27.5
1.03,2.5,22.5
1.04,2.5,17.5
0.89,2.5,12.5
0.97,2.5,7.5
1.23,2.5,2.5
0.8,7.5,2.5
0.79,7.5,7.5
1.11,7.5,12.5
1.29,7.5,17.5
0.84,7.5,22.5
0.92,7.5,27.5
1.55,7.5,32.5
1.28,7.5,37.5
0.62,7.5,42.5
0.77,7.5,47.5
0.84,7.5,52.5
0.85,7.5,57.5
0.95,7.5,62.5
1.02,7.5,67.5
0.94,7.5,72.5
0.92,7.5,77.5
0.83,7.5,82.5
0.61,7.5,87.5
0.59,7.5,92.5
0.72,7.5,97.5
0.83,7.5,102.5
1.02,7.5,107.5
0.87,7.5,112.5
0.73,7.5,117.5
0.59,7.5,122.5
0.49,7.5,127.5
0.42,7.5,132.5
0.43,7.5,137.5
0.33,7.5,142.5
0.27,7.5,147.5
0.26,7.5,152.5
0.28,7.5,157.5
0.28,7.5,162.5
0.33,7.5,167.5
0.39,7.5,172.5
0.5,7.5,177.5
0.61,7.5,177.5
0.72,7.5,172.5
0.86,7.5,167.5
0.95,7.5,162.5
0.98,7.5,157.5
1.01,7.5,152.5
1.08,7.5,147.5
1.14,7.5,142.5
1.18,7.5,137.5
1.24,7.5,132.5
1.25,7.5,127.5
1.22,7.5,122.5
1.11,7.5,117.5
1.08,7.5,112.5
1.13,7.5,107.5
1.16,7.5,102.5
1.18,7.5,97.5
1.24,7.5,92.5
1.29,7.5,87.5
1.19,7.5,82.5
1.1,7.5,77.5
1.33,7.5,72.5
1.52,7.5,67.5
1.57,7.5,62.5
1.09,7.5,57.5
0.72,7.5,52.5
0.68,7.5,47.5
0.72,7.5,42.5
0.75,7.5,37.5
0.79,7.5,32.5
0.93,7.5,27.5
1.05,7.5,22.5
1.0,7.5,17.5
0.73,7.5,12.5
0.65,7.5,7.5
0.82,7.5,2.5
-0.25,12.5,2.5
0.39,12.5,7.5
0.54,12.5,12.5
0.48,12.5,17.5
1.4,12.5,22.5
1.41,12.5,27.5
1.83,12.5,32.5
1.47,12.5,37.5
0.92,12.5,42.5
0.43,12.5,47.5
0.5,12.5,52.5
0.62,12.5,57.5
0.58,12.5,62.5
0.64,12.5,67.5
0.8,12.5,72.5
1.35,12.5,77.5
0.8,12.5,82.5
0.56,12.5,87.5
0.52,12.5,92.5
0.8,12.5,97.5
1.28,12.5,102.5
1.41,12.5,107.5
1.02,12.5,112.5
0.67,12.5,117.5
0.56,12.5,122.5
0.5,12.5,127.5
0.45,12.5,132.5
0.5,12.5,137.5
0.38,12.5,142.5
0.31,12.5,147.5
0.29,12.5,152.5
0.29,12.5,157.5
0.3,12.5,162.5
0.32,12.5,167.5
0.31,12.5,172.5
0.31,12.5,177.5
0.31,12.5,177.5
0.33,12.5,172.5
0.4,12.5,167.5
0.44,12.5,162.5
0.42,12.5,157.5
0.38,12.5,152.5
0.36,12.5,147.5
0.42,12.5,142.5
0.44,12.5,137.5
0.56,12.5,132.5
0.68,12.5,127.5
0.67,12.5,122.5
0.57,12.5,117.5
0.61,12.5,112.5
0.7,12.5,107.5
0.74,12.5,102.5
0.87,12.5,97.5
1.01,12.5,92.5
1.14,12.5,87.5
0.86,12.5,82.5
0.83,12.5,77.5
0.84,12.5,72.5
0.86,12.5,67.5
0.89,12.5,62.5
0.91,12.5,57.5
0.8,12.5,52.5
0.77,12.5,47.5
0.84,12.5,42.5
0.88,12.5,37.5
0.94,12.5,32.5
1.04,12.5,27.5
1.26,12.5,22.5
1.34,12.5,17.5
0.61,12.5,12.5
0.51,12.5,7.5
-0.24,12.5,2.5
0.32,17.5,2.5
-0.19,17.5,7.5
0.31,17.5,12.5
0.74,17.5,17.5
1.05,17.5,22.5
1.48,17.5,27.5
1.87,17.5,32.5
1.49,17.5,37.5
0.52,17.5,42.5
1.02,17.5,47.5
0.88,17.5,52.5
0.63,17.5,57.5
0.37,17.5,62.5
0.43,17.5,67.5
0.82,17.5,72.5
0.55,17.5,77.5
0.65,17.5,82.5
0.36,17.5,87.5
0.13,17.5,92.5
1.91,17.5,97.5
1.8,17.5,102.5
1.37,17.5,107.5
1.07,17.5,112.5
0.48,17.5,117.5
0.51,17.5,122.5
0.57,17.5,127.5
0.65,17.5,132.5
0.58,17.5,137.5
0.48,17.5,142.5
0.45,17.5,147.5
0.45,17.5,152.5
0.43,17.5,157.5
0.43,17.5,162.5
0.42,17.5,167.5
0.38,17.5,172.5
0.33,17.5,177.5
0.3,17.5,177.5
0.27,17.5,172.5
0.25,17.5,167.5
0.3,17.5,162.5
0.27,17.5,157.5
0.24,17.5,152.5
0.24,17.5,147.5
0.28,17.5,142.5
0.23,17.5,137.5
0.24,17.5,132.5
0.32,17.5,127.5
0.43,17.5,122.5
0.58,17.5,117.5
0.83,17.5,112.5
1.0,17.5,107.5
0.47,17.5,102.5
0.58,17.5,97.5
0.28,17.5,92.5
0.44,17.5,87.5
0.64,17.5,82.5
0.72,17.5,77.5
0.71,17.5,72.5
0.68,17.5,67.5
0.75,17.5,62.5
0.86,17.5,57.5
0.94,17.5,52.5
0.98,17.5,47.5
1.07,17.5,42.5
1.18,17.5,37.5
1.28,17.5,32.5
1.37,17.5,27.5
1.63,17.5,22.5
1.83,17.5,17.5
0.91,17.5,12.5
0.8,17.5,7.5
0.79,17.5,2.5
0.15,22.5,2.5
0.36,22.5,7.5
0.46,22.5,12.5
0.92,22.5,17.5
1.41,22.5,22.5
1.95,22.5,27.5
2.31,22.5,32.5
1.51,22.5,37.5
1.28,22.5,42.5
1.41,22.5,47.5
1.19,22.5,52.5
0.69,22.5,57.5
0.61,22.5,62.5
0.71,22.5,67.5
0.94,22.5,72.5
0.68,22.5,77.5
0.39,22.5,82.5
0.41,22.5,87.5
0.97,22.5,92.5
1.8,22.5,97.5
2.11,22.5,102.5
1.24,22.5,107.5
0.8,22.5,112.5
0.49,22.5,117.5
0.43,22.5,122.5
0.74,22.5,127.5
0.81,22.5,132.5
0.56,22.5,137.5
0.49,22.5,142.5
0.56,22.5,147.5
0.69,22.5,152.5
0.76,22.5,157.5
0.77,22.5,162.5
0.73,22.5,167.5
0.7,22.5,172.5
0.6,22.5,177.5
0.58,22.5,177.5
0.47,22.5,172.5
0.37,22.5,167.5
0.3,22.5,162.5
0.1,22.5,157.5
0.09,22.5,152.5
0.16,22.5,147.5
0.27,22.5,142.5
0.27,22.5,137.5
0.22,22.5,132.5
0.22,22.5,127.5
0.41,22.5,122.5
0.93,22.5,117.5
1.37,22.5,112.5
1.56,22.5,107.5
-0.94,22.5,102.5
-0.02,22.5,97.5
0.36,22.5,92.5
0.3,22.5,87.5
0.32,22.5,82.5
0.47,22.5,77.5
0.48,22.5,72.5
0.42,22.5,67.5
0.52,22.5,62.5
0.64,22.5,57.5
0.83,22.5,52.5
0.97,22.5,47.5
1.21,22.5,42.5
1.43,22.5,37.5
1.57,22.5,32.5
1.66,22.5,27.5
1.81,22.5,22.5
1.73,22.5,17.5
0.79,22.5,12.5
1.51,22.5,7.5
1.51,22.5,2.5
0.37,27.5,2.5
0.82,27.5,7.5
0.67,27.5,12.5
1.26,27.5,17.5
2.29,27.5,22.5
2.49,27.5,27.5
2.41,27.5,32.5
2.65,27.5,37.5
2.77,27.5,42.5
2.64,27.5,47.5
1.45,27.5,52.5
1.6,27.5,57.5
2.3,27.5,62.5
1.04,27.5,67.5
0.7,27.5,72.5
0.55,27.5,77.5
1.1,27.5,82.5
1.43,27.5,87.5
1.53,27.5,92.5
1.32,27.5,97.5
1.84,27.5,102.5
1.41,27.5,107.5
0.67,27.5,112.5
0.49,27.5,117.5
0.28,27.5,122.5
0.67,27.5,127.5
0.71,27.5,132.5
0.39,27.5,137.5
0.26,27.5,142.5
0.24,27.5,147.5
0.59,27.5,152.5
1.04,27.5,157.5
1.2,27.5,162.5
1.26,27.5,167.5
1.25,27.5,172.5
1.07,27.5,177.5
0.86,27.5,177.5
0.61,27.5,172.5
0.54,27.5,167.5
0.51,27.5,162.5
0.34,27.5,157.5
0.2,27.5,152.5
0.21,27.5,147.5
0.36,27.5,142.5
0.48,27.5,137.5
0.44,27.5,132.5
0.39,27.5,127.5
0.58,27.5,122.5
1.23,27.5,117.5
1.61,27.5,112.5
1.02,27.5,107.5
1.33,27.5,102.5
0.99,27.5,97.5
0.28,27.5,92.5
0.08,27.5,87.5
0.06,27.5,82.5
0.1,27.5,77.5
0.13,27.5,72.5
0.04,27.5,67.5
0.11,27.5,62.5
0.25,27.5,57.5
0.45,27.5,52.5
0.63,27.5,47.5
0.92,27.5,42.5
1.2,27.5,37.5
1.52,27.5,32.5
1.76,27.5,27.5
1.86,27.5,22.5
1.78,27.5,17.5
1.23,27.5,12.5
0.78,27.5,7.5
0.93,27.5,2.5
1.6,32.5,2.5
1.12,32.5,7.5
0.89,32.5,12.5
1.23,32.5,17.5
1.54,32.5,22.5
1.63,32.5,27.5
1.64,32.5,32.5
2.76,32.5,37.5
3.14,32.5,42.5
2.82,32.5,47.5
2.47,32.5,52.5
2.15,32.5,57.5
2.36,32.5,62.5
1.37,32.5,67.5
0.51,32.5,72.5
0.9,32.5,77.5
0.8,32.5,82.5
1.08,32.5,87.5
0.96,32.5,92.5
0.78,32.5,97.5
1.21,32.5,102.5
0.91,32.5,107.5
0.07,32.5,112.5
-0.44,32.5,117.5
0.15,32.5,122.5
0.75,32.5,127.5
0.89,32.5,132.5
0.65,32.5,137.5
0.34,32.5,142.5
0.24,32.5,147.5
0.43,32.5,152.5
0.83,32.5,157.5
1.24,32.5,162.5
1.48,32.5,167.5
1.48,32.5,172.5
1.35,32.5,177.5
1.15,32.5,177.5
0.79,32.5,172.5
0.71,32.5,167.5
0.74,32.5,162.5
0.71,32.5,157.5
0.61,32.5,152.5
0.6,32.5,147.5
0.64,32.5,142.5
0.69,32.5,137.5
0.71,32.5,132.5
0.67,32.5,127.5
0.98,32.5,122.5
1.56,32.5,117.5
1.81,32.5,112.5
1.42,32.5,107.5
2.19,32.5,102.5
1.92,32.5,97.5
1.06,32.5,92.5
0.58,32.5,87.5
0.7,32.5,82.5
0.2,32.5,77.5
0.11,32.5,72.5
-0.07,32.5,67.5
-0.02,32.5,62.5
0.08,32.5,57.5
0.2,32.5,52.5
0.31,32.5,47.5
0.44,32.5,42.5
0.62,32.5,37.5
1.04,32.5,32.5
1.52,32.5,27.5
1.79,32.5,22.5
1.66,32.5,17.5
1.43,32.5,12.5
0.56,32.5,7.5
1.06,32.5,2.5
0.85,37.5,2.5
1.1,37.5,7.5
0.96,37.5,12.5
1.03,37.5,17.5
1.46,37.5,22.5
2.28,37.5,27.5
2.95,37.5,32.5
3.03,37.5,37.5
3.68,37.5,42.5
3.02,37.5,47.5
2.08,37.5,52.5
2.91,37.5,57.5
2.56,37.5,62.5
2.55,37.5,67.5
3.29,37.5,72.5
2.0,37.5,77.5
1.02,37.5,82.5
1.07,37.5,87.5
1.38,37.5,92.5
1.17,37.5,97.5
1.86,37.5,102.5
0.0,37.5,107.5
-1.34,37.5,112.5
-1.38,37.5,117.5
0.11,37.5,122.5
0.8,37.5,127.5
1.56,37.5,132.5
1.51,37.5,137.5
1.52,37.5,142.5
1.29,37.5,147.5
1.02,37.5,152.5
1.23,37.5,157.5
1.56,37.5,162.5
1.81,37.5,167.5
1.92,37.5,172.5
1.84,37.5,177.5
1.63,37.5,177.5
1.41,37.5,172.5
1.31,37.5,167.5
1.17,37.5,162.5
0.99,37.5,157.5
0.79,37.5,152.5
0.68,37.5,147.5
0.67,37.5,142.5
0.57,37.5,137.5
0.67,37.5,132.5
0.83,37.5,127.5
1.55,37.5,122.5
2.68,37.5,117.5
2.78,37.5,112.5
2.09,37.5,107.5
2.47,37.5,102.5
3.35,37.5,97.5
3.52,37.5,92.5
2.88,37.5,87.5
2.1,37.5,82.5
1.25,37.5,77.5
0.38,37.5,72.5
0.2,37.5,67.5
0.09,37.5,62.5
0.1,37.5,57.5
0.02,37.5,52.5
0.08,37.5,47.5
0.04,37.5,42.5
0.01,37.5,37.5
0.41,37.5,32.5
0.95,37.5,27.5
1.34,37.5,22.5
1.36,37.5,17.5
1.08,37.5,12.5
0.56,37.5,7.5
0.56,37.5,2.5
0.96,42.5,2.5
0.73,42.5,7.5
1.17,42.5,12.5
1.31,42.5,17.5
2.75,42.5,22.5
2.63,42.5,27.5
2.26,42.5,32.5
1.97,42.5,37.5
2.86,42.5,42.5
2.05,42.5,47.5
1.63,42.5,52.5
1.55,42.5,57.5
1.8,42.5,62.5
1.78,42.5,67.5
2.05,42.5,72.5
2.14,42.5,77.5
0.97,42.5,82.5
0.4,42.5,87.5
0.28,42.5,92.5
0.69,42.5,97.5
-0.01,42.5,102.5
-0.85,42.5,107.5
-1.13,42.5,112.5
-1.16,42.5,117.5
-1.13,42.5,122.5
-0.35,42.5,127.5
0.94,42.5,132.5
1.78,42.5,137.5
1.68,42.5,142.5
1.21,42.5,147.5
1.19,42.5,152.5
1.45,42.5,157.5
1.59,42.5,162.5
1.63,42.5,167.5
1.62,42.5,172.5
1.56,42.5,177.5
1.45,42.5,177.5
1.43,42.5,172.5
1.39,42.5,167.5
1.27,42.5,162.5
1.13,42.5,157.5
0.8,42.5,152.5
0.42,42.5,147.5
0.23,42.5,142.5
0.28,42.5,137.5
0.54,42.5,132.5
0.8,42.5,127.5
2.31,42.5,122.5
2.81,42.5,117.5
3.21,42.5,112.5
3.24,42.5,107.5
3.91,42.5,102.5
4.64,42.5,97.5
5.44,42.5,92.5
4.0,42.5,87.5
2.44,42.5,82.5
3.1,42.5,77.5
2.29,42.5,72.5
0.45,42.5,67.5
0.03,42.5,62.5
-0.32,42.5,57.5
-0.44,42.5,52.5
-0.33,42.5,47.5
-0.27,42.5,42.5
-0.28,42.5,37.5
0.07,42.5,32.5
0.51,42.5,27.5
0.77,42.5,22.5
0.82,42.5,17.5
0.66,42.5,12.5
0.36,42.5,7.5
0.7,42.5,2.5
2.22,47.5,2.5
2.42,47.5,7.5
1.99,47.5,12.5
2.17,47.5,17.5
2.71,47.5,22.5
3.09,47.5,27.5
2.95,47.5,32.5
2.53,47.5,37.5
2.75,47.5,42.5
1.43,47.5,47.5
2.4,47.5,52.5
2.46,47.5,57.5
3.18,47.5,62.5
3.05,47.5,67.5
2.12,47.5,72.5
2.54,47.5,77.5
1.59,47.5,82.5
-0.05,47.5,87.5
-0.27,47.5,92.5
0.37,47.5,97.5
-0.16,47.5,102.5
-0.71,47.5,107.5
-1.8,47.5,112.5
-1.89,47.5,117.5
-1.42,47.5,122.5
-1.51,47.5,127.5
-1.79,47.5,132.5
-1.01,47.5,137.5
1.0,47.5,142.5
0.84,47.5,147.5
0.73,47.5,152.5
0.62,47.5,157.5
0.73,47.5,162.5
0.82,47.5,167.5
0.97,47.5,172.5
1.12,47.5,177.5
1.04,47.5,177.5
0.85,47.5,172.5
0.76,47.5,167.5
0.79,47.5,162.5
0.79,47.5,157.5
0.58,47.5,152.5
0.25,47.5,147.5
0.16,47.5,142.5
0.35,47.5,137.5
0.49,47.5,132.5
0.82,47.5,127.5
2.3,47.5,122.5
3.09,47.5,117.5
4.67,47.5,112.5
5.78,47.5,107.5
5.66,47.5,102.5
7.13,47.5,97.5
7.04,47.5,92.5
2.16,47.5,87.5
3.49,47.5,82.5
3.91,47.5,77.5
3.98,47.5,72.5
3.3,47.5,67.5
0.68,47.5,62.5
0.29,47.5,57.5
-0.13,47.5,52.5
-0.48,47.5,47.5
-0.68,47.5,42.5
-0.54,47.5,37.5
-0.14,47.5,32.5
0.23,47.5,27.5
0.36,47.5,22.5
0.42,47.5,17.5
0.48,47.5,12.5
0.39,47.5,7.5
0.73,47.5,2.5
0.79,52.5,2.5
1.27,52.5,7.5
1.52,52.5,12.5
1.76,52.5,17.5
1.74,52.5,22.5
2.04,52.5,27.5
1.88,52.5,32.5
1.78,52.5,37.5
1.72,52.5,42.5
1.61,52.5,47.5
1.6,52.5,52.5
1.53,52.5,57.5
0.72,52.5,62.5
1.17,52.5,67.5
0.81,52.5,72.5
0.59,52.5,77.5
0.67,52.5,82.5
-0.15,52.5,87.5
-2.5,52.5,92.5
-2.55,52.5,97.5
-2.2,52.5,102.5
-1.97,52.5,107.5
-1.21,52.5,112.5
-1.29,52.5,117.5
-1.64,52.5,122.5
-0.51,52.5,127.5
-1.08,52.5,132.5
-0.66,52.5,137.5
-1.01,52.5,142.5
0.28,52.5,147.5
0.38,52.5,152.5
0.18,52.5,157.5
0.4,52.5,162.5
0.72,52.5,167.5
0.82,52.5,172.5
1.02,52.5,177.5
0.81,52.5,177.5
0.71,52.5,172.5
0.61,52.5,167.5
0.53,52.5,162.5
0.47,52.5,157.5
0.42,52.5,152.5
0.37,52.5,147.5
0.42,52.5,142.5
0.57,52.5,137.5
0.78,52.5,132.5
1.74,52.5,127.5
5.0,52.5,122.5
4.68,52.5,117.5
6.99,52.5,112.5
8.4,52.5,107.5
7.99,52.5,102.5
7.74,52.5,97.5
7.98,52.5,92.5
8.6,52.5,87.5
4.05,52.5,82.5
4.33,52.5,77.5
4.73,52.5,72.5
3.73,52.5,67.5
3.49,52.5,62.5
1.26,52.5,57.5
0.25,52.5,52.5
0.23,52.5,47.5
-0.2,52.5,42.5
0.04,52.5,37.5
0.12,52.5,32.5
0.23,52.5,27.5
0.34,52.5,22.5
0.41,52.5,17.5
0.48,52.5,12.5
0.73,52.5,7.5
1.04,52.5,2.5
0.28,57.5,2.5
0.02,57.5,7.5
-0.39,57.5,12.5
-0.7,57.5,17.5
-0.74,57.5,22.5
-0.34,57.5,27.5
-0.75,57.5,32.5
-0.58,57.5,37.5
-0.5,57.5,42.5
-1.55,57.5,47.5
-1.21,57.5,52.5
-1.44,57.5,57.5
-1.49,57.5,62.5
-0.76,57.5,67.5
-0.19,57.5,72.5
0.1,57.5,77.5
0.23,57.5,82.5
-1.22,57.5,87.5
-1.92,57.5,92.5
-2.24,57.5,97.5
-2.58,57.5,102.5
-2.62,57.5,107.5
-1.88,57.5,112.5
-2.62,57.5,117.5
-0.82,57.5,122.5
-1.87,57.5,127.5
-0.06,57.5,132.5
-0.82,57.5,137.5
0.12,57.5,142.5
0.34,57.5,147.5
0.36,57.5,152.5
0.55,57.5,157.5
0.02,57.5,162.5
1.09,57.5,167.5
1.16,57.5,172.5
0.8,57.5,177.5
0.57,57.5,177.5
0.22,57.5,172.5
0.24,57.5,167.5
-0.29,57.5,162.5
-0.27,57.5,157.5
0.29,57.5,152.5
0.6,57.5,147.5
0.66,57.5,142.5
0.98,57.5,137.5
2.05,57.5,132.5
3.27,57.5,127.5
6.15,57.5,122.5
7.54,57.5,117.5
8.3,57.5,112.5
8.6,57.5,107.5
8.38,57.5,102.5
8.83,57.5,97.5
9.04,57.5,92.5
1.52,57.5,87.5
0.15,57.5,82.5
1.35,57.5,77.5
4.54,57.5,72.5
3.92,57.5,67.5
2.6,57.5,62.5
0.81,57.5,57.5
0.77,57.5,52.5
0.67,57.5,47.5
0.52,57.5,42.5
0.61,57.5,37.5
0.75,57.5,32.5
0.7,57.5,27.5
0.66,57.5,22.5
0.59,57.5,17.5
0.5,57.5,12.5
0.46,57.5,7.5
0.48,57.5,2.5
0.35,62.5,2.5
-0.91,62.5,7.5
-3.04,62.5,12.5
-2.03,62.5,17.5
-1.85,62.5,22.5
-2.54,62.5,27.5
-1.89,62.5,32.5
-3.02,62.5,37.5
-2.77,62.5,42.5
-2.56,62.5,47.5
-1.24,62.5,52.5
-0.66,62.5,57.5
0.48,62.5,62.5
0.36,62.5,67.5
-0.42,62.5,72.5
0.78,62.5,77.5
0.97,62.5,82.5
0.57,62.5,87.5
0.05,62.5,92.5
-1.4,62.5,97.5
-0.68,62.5,102.5
-3.83,62.5,107.5
-2.43,62.5,112.5
-2.49,62.5,117.5
-1.61,62.5,122.5
-1.14,62.5,127.5
-0.88,62.5,132.5
1.5,62.5,137.5
0.66,62.5,142.5
0.69,62.5,147.5
-0.42,62.5,152.5
0.08,62.5,157.5
-0.24,62.5,162.5
-0.61,62.5,167.5
-0.34,62.5,172.5
0.29,62.5,177.5
0.73,62.5,177.5
0.24,62.5,172.5
-0.44,62.5,167.5
-1.0,62.5,162.5
-2.25,62.5,157.5
-2.04,62.5,152.5
-0.63,62.5,147.5
0.98,62.5,142.5
4.78,62.5,137.5
5.43,62.5,132.5
5.19,62.5,127.5
5.87,62.5,122.5
7.52,62.5,117.5
8.28,62.5,112.5
7.42,62.5,107.5
8.39,62.5,102.5
7.23,62.5,97.5
8.29,62.5,92.5
0.88,62.5,87.5
5.41,62.5,82.5
-0.85,62.5,77.5
2.73,62.5,72.5
2.21,62.5,67.5
0.04,62.5,62.5
0.93,62.5,57.5
0.76,62.5,52.5
0.41,62.5,47.5
0.38,62.5,42.5
0.49,62.5,37.5
0.54,62.5,32.5
0.5,62.5,27.5
0.13,62.5,22.5
0.13,62.5,17.5
0.25,62.5,12.5
0.31,62.5,7.5
0.39,62.5,2.5
-0.57,67.5,2.5
-0.73,67.5,7.5
-3.36,67.5,12.5
-2.65,67.5,17.5
-2.72,67.5,22.5
-2.92,67.5,27.5
-1.69,67.5,32.5
-4.08,67.5,37.5
-4.94,67.5,42.5
-2.64,67.5,47.5
-1.02,67.5,52.5
-0.29,67.5,57.5
0.43,67.5,62.5
0.84,67.5,67.5
0.81,67.5,72.5
1.61,67.5,77.5
1.98,67.5,82.5
1.28,67.5,87.5
2.03,67.5,92.5
1.42,67.5,97.5
1.61,67.5,102.5
1.41,67.5,107.5
2.04,67.5,112.5
0.29,67.5,117.5
-0.78,67.5,122.5
0.27,67.5,127.5
1.52,67.5,132.5
0.84,67.5,137.5
0.14,67.5,142.5
0.02,67.5,147.5
0.39,67.5,152.5
-0.14,67.5,157.5
-0.21,67.5,162.5
-1.74,67.5,167.5
-0.71,67.5,172.5
-0.46,67.5,177.5
-0.62,67.5,177.5
-0.75,67.5,172.5
-0.01,67.5,167.5
0.04,67.5,162.5
-0.87,67.5,157.5
-0.13,67.5,152.5
0.22,67.5,147.5
1.96,67.5,142.5
3.06,67.5,137.5
4.12,67.5,132.5
4.82,67.5,127.5
6.1,67.5,122.5
7.11,67.5,117.5
6.46,67.5,112.5
7.88,67.5,107.5
6.9,67.5,102.5
7.13,67.5,97.5
8.61,67.5,92.5
7.49,67.5,87.5
6.09,67.5,82.5
5.28,67.5,77.5
4.64,67.5,72.5
4.65,67.5,67.5
8.99,67.5,62.5
3.28,67.5,57.5
0.39,67.5,52.5
0.16,67.5,47.5
-0.87,67.5,42.5
-2.42,67.5,37.5
-2.17,67.5,32.5
-1.11,67.5,27.5
-1.91,67.5,22.5
-1.9,67.5,17.5
-1.04,67.5,12.5
-0.85,67.5,7.5
-0.86,67.5,2.5
-0.47,72.5,2.5
-0.11,72.5,7.5
-0.2,72.5,12.5
1.0,72.5,17.5
-0.43,72.5,22.5
-0.58,72.5,27.5
-0.94,72.5,32.5
-0.06,72.5,37.5
0.34,72.5,42.5
0.62,72.5,47.5
0.35,72.5,52.5
1.02,72.5,57.5
1.94,72.5,62.5
2.63,72.5,67.5
3.05,72.5,72.5
3.47,72.5,77.5
4.02,72.5,82.5
4.32,72.5,87.5
3.83,72.5,92.5
4.02,72.5,97.5
3.84,72.5,102.5
4.22,72.5,107.5
3.62,72.5,112.5
3.89,72.5,117.5
3.23,72.5,122.5
2.22,72.5,127.5
1.56,72.5,132.5
1.94,72.5,137.5
1.75,72.5,142.5
1.79,72.5,147.5
1.77,72.5,152.5
1.67,72.5,157.5
1.67,72.5,162.5
1.6,72.5,167.5
1.46,72.5,172.5
1.57,72.5,177.5
1.93,72.5,177.5
2.12,72.5,172.5
2.72,72.5,167.5
2.99,72.5,162.5
4.08,72.5,157.5
4.0,72.5,152.5
3.95,72.5,147.5
3.77,72.5,142.5
4.97,72.5,137.5
5.78,72.5,132.5
6.91,72.5,127.5
6.97,72.5,122.5
7.34,72.5,117.5
6.8,72.5,112.5
5.97,72.5,107.5
6.12,72.5,102.5
5.77,72.5,97.5
7.7,72.5,92.5
6.28,72.5,87.5
6.68,72.5,82.5
5.41,72.5,77.5
4.85,72.5,72.5
7.74,72.5,67.5
3.88,72.5,62.5
3.31,72.5,57.5
2.8,72.5,52.5
0.7,72.5,47.5
-0.46,72.5,42.5
-1.21,72.5,37.5
-0.82,72.5,32.5
0.28,72.5,27.5
3.24,72.5,22.5
3.3,72.5,17.5
3.22,72.5,12.5
3.12,72.5,7.5
2.17,72.5,2.5
0.33,77.5,2.5
1.73,77.5,7.5
2.34,77.5,12.5
0.11,77.5,17.5
2.47,77.5,22.5
3.39,77.5,27.5
4.13,77.5,32.5
3.64,77.5,37.5
4.14,77.5,42.5
4.8,77.5,47.5
5.13,77.5,52.5
5.57,77.5,57.5
5.8,77.5,62.5
6.45,77.5,67.5
6.31,77.5,72.5
5.56,77.5,77.5
5.43,77.5,82.5
6.79,77.5,87.5
4.27,77.5,92.5
5.36,77.5,97.5
4.53,77.5,102.5
6.61,77.5,107.5
5.73,77.5,112.5
6.03,77.5,117.5
5.9,77.5,122.5
5.47,77.5,127.5
4.86,77.5,132.5
3.91,77.5,137.5
3.57,77.5,142.5
3.17,77.5,147.5
3.08,77.5,152.5
2.74,77.5,157.5
2.95,77.5,162.5
2.64,77.5,167.5
2.76,77.5,172.5
3.13,77.5,177.5
3.03,77.5,177.5
4.04,77.5,172.5
4.74,77.5,167.5
4.98,77.5,162.5
5.88,77.5,157.5
6.33,77.5,152.5
6.38,77.5,147.5
5.96,77.5,142.5
6.24,77.5,137.5
6.25,77.5,132.5
5.86,77.5,127.5
6.29,77.5,122.5
7.83,77.5,117.5
10.41,77.5,112.5
7.64,77.5,107.5
4.44,77.5,102.5
5.65,77.5,97.5
5.32,77.5,92.5
3.18,77.5,87.5
5.38,77.5,82.5
7.23,77.5,77.5
5.69,77.5,72.5
3.37,77.5,67.5
5.6,77.5,62.5
5.0,77.5,57.5
4.71,77.5,52.5
3.72,77.5,47.5
2.89,77.5,42.5
2.54,77.5,37.5
2.58,77.5,32.5
2.96,77.5,27.5
3.65,77.5,22.5
1.39,77.5,17.5
5.83,77.5,12.5
6.1,77.5,7.5
4.8,77.5,2.5
2.16,82.5,2.5
6.53,82.5,7.5
7.46,82.5,12.5
6.85,82.5,17.5
6.74,82.5,22.5
19.4,82.5,27.5
7.07,82.5,32.5
6.75,82.5,37.5
7.31,82.5,42.5
7.1,82.5,47.5
7.36,82.5,52.5
3.17,82.5,57.5
7.65,82.5,62.5
7.72,82.5,67.5
7.74,82.5,72.5
7.65,82.5,77.5
7.51,82.5,82.5
7.38,82.5,87.5
7.2,82.5,92.5
7.17,82.5,97.5
6.9,82.5,102.5
7.01,82.5,107.5
7.17,82.5,112.5
7.33,82.5,117.5
1.91,82.5,122.5
7.07,82.5,127.5
6.91,82.5,132.5
6.4,82.5,137.5
6.01,82.5,142.5
5.6,82.5,147.5
5.24,82.5,152.5
5.09,82.5,157.5
5.01,82.5,162.5
4.66,82.5,167.5
4.54,82.5,172.5
4.37,82.5,177.5
4.76,82.5,177.5
4.76,82.5,172.5
4.97,82.5,167.5
5.17,82.5,162.5
5.11,82.5,157.5
5.51,82.5,152.5
6.13,82.5,147.5
5.79,82.5,142.5
6.14,82.5,137.5
6.06,82.5,132.5
5.59,82.5,127.5
